id,inscritos,votantes,brancos,nulos,validos,0,1,2,3,4,5,6,7,8,9
310800,"37,830","18,504",99,321,"18,084",134,"2,013",53,"3,776",79,163,"2,258",454,"8,663",491
310900,"8,190","3,841",19,80,"3,742",36,312,23,506,23,57,404,106,"2,198",77
311000,"6,202","2,616",18,42,"2,556",19,240,10,273,16,36,226,101,"1,573",62
320100,"5,405","2,186",27,38,"2,121",14,307,8,263,11,28,232,94,"1,119",45
410100,"5,502","1,521",28,10,"1,483",13,346,3,22,1,48,160,85,755,50
420100,"12,674","3,362",67,37,"3,258",21,771,7,44,9,58,299,170,"1,789",90
420200,"4,858","2,081",50,47,"1,984",19,423,14,29,8,54,182,104,"1,134",17
420300,"64,574","19,329",303,132,"18,894",170,"4,356",49,248,58,334,"1,764",661,"10,748",506
420400,"6,470","1,931",69,26,"1,836",10,391,8,16,10,61,165,93,"1,053",29
420500,"27,811","7,109",113,64,"6,932",81,"1,303",15,109,36,157,820,363,"3,916",132
420600,"10,534","2,485",47,31,"2,407",13,502,9,32,9,30,190,129,"1,452",41
430100,"33,102","11,345",256,71,"11,018",95,"2,424",25,128,26,199,807,535,"6,516",263
430200,"19,353","5,755",119,31,"5,605",41,"1,140",15,65,12,122,433,263,"3,421",93
440100,"4,469","1,419",35,8,"1,376",7,349,7,9,2,32,113,77,758,22
450100,"3,644","1,360",20,8,"1,332",13,205,4,8,5,30,83,41,922,21
450200,"5,028","1,767",21,10,"1,736",13,294,3,14,9,65,122,57,"1,134",25
460100,"4,527","1,656",49,11,"1,596",6,372,6,12,3,53,136,71,927,10
460200,"5,743","2,045",47,12,"1,986",16,356,6,16,6,48,152,70,"1,295",21
460300,"3,200","1,173",27,4,"1,142",8,267,3,5,2,41,115,61,615,25
470100,"13,052","4,867",135,18,"4,714",43,994,12,121,11,140,412,198,"2,690",93
480100,"1,287",529,26,3,500,2,91,2,10,2,15,59,22,291,6
480200,"1,921",654,17,7,630,6,139,1,18,3,26,50,35,340,12
490100,338,134,5,0,129,0,45,1,1,0,9,11,6,55,1
